Version =  1.00
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
1936876886  538976288/538976288/538976288  538976288:808333600:1952671088  27604928905478602064189061233358119503952990063191363683293024013752038534946412783449211878110946359290265447995255147820649797911349890538391594505137953437459937023030225538212701227517097428739142466007457973988477752421881971998720.00      0.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 2.094202
Extinction Coef Rayleigh  = -0.000000
Extinction Coef Oxygen2   = -0.000000
Extinction Coef Ozone     = 4.780663
Extinction Coef Dust      = 104.464105
Extinction Coef Water     = -0.000000
-------------------------------------------------------
Number of wavelengths      = 501
Responsivity normalization = 401890959920.327026
-------------------------------------------------------
Wave(nm)    WeightSum   DayResp     CumResp     SmoothResp  DayExtn     CumExtn
  491.6000      55.619    0.759153    0.674497    0.689930    0.815283    0.813188
  492.2000      55.586    0.761558    0.669580    0.692892    0.815729    0.793990
  492.8000      55.527    0.763958    0.667507    0.695850    0.816170    0.759797
  493.4000      55.681    0.766349    0.682161    0.698805    0.816606    0.789774
  494.0000      55.454    0.768733    0.691132    0.701756    0.817039    0.764138
  494.6000      55.716    0.771110    0.695355    0.704704    0.817466    0.744188
  495.2000      55.075    0.773479    0.691942    0.707647    0.817889    0.787964
  495.8000      55.664    0.775839    0.685041    0.710586    0.818308    0.809427
  496.4000      55.811    0.778191    0.708827    0.713521    0.818722    0.765480
  497.0000      55.811    0.780535    0.707481    0.716451    0.819131    0.801261
  497.6000      55.998    0.782869    0.718225    0.719376    0.819536    0.790003
  498.2000      55.839    0.785195    0.730608    0.722296    0.819936    0.786581
  498.8000      56.076    0.787510    0.725267    0.725211    0.820331    0.778923
  499.4000      56.010    0.789815    0.734103    0.728121    0.820721    0.822816
  500.0000      56.060    0.792110    0.757082    0.731024    0.821106    0.813150
  500.6000      56.251    0.794395    0.776553    0.733922    0.821487    0.814623
  501.2000      56.330    0.796668    0.770842    0.736813    0.821862    0.828488
  501.8000      56.483    0.798929    0.772988    0.739698    0.822232    0.815547
  502.4000      56.599    0.801178    0.776117    0.742575    0.822597    0.798769
  503.0000      56.599    0.803416    0.782001    0.745446    0.822957    0.842618
  503.6000      56.515    0.805640    0.787025    0.748308    0.823312    0.821664
  504.2000      56.613    0.807851    0.778461    0.751163    0.823662    0.796170
  504.8000      56.772    0.810048    0.781262    0.754010    0.824006    0.787587
  505.4000      56.989    0.812233    0.750547    0.756848    0.824345    0.805497
  506.0000      57.054    0.814401    0.740776    0.759677    0.824678    0.740614
  506.6000      57.054    0.816554    0.745886    0.762496    0.825006    0.749276
  507.2000      56.864    0.818692    0.753132    0.765306    0.825328    0.764845
  507.8000      56.764    0.820814    0.811921    0.768106    0.825645    0.812806
  508.4000      56.830    0.822920    0.826053    0.770895    0.825956    0.833190
  509.0000      57.055    0.825008    0.799636    0.773674    0.826261    0.807476
  509.6000      57.089    0.827079    0.781765    0.776441    0.826561    0.789846
  510.2000      57.184    0.829131    0.781700    0.779196    0.826855    0.797023
  510.8000      57.184    0.831165    0.784608    0.781940    0.827143    0.833973
  511.4000      57.089    0.833180    0.766719    0.784671    0.827424    0.832300
  512.0000      57.024    0.835176    0.771740    0.787389    0.827700    0.799492
  512.6000      56.881    0.837150    0.764975    0.790095    0.827970    0.801596
  513.2000      56.734    0.839105    0.767163    0.792786    0.828234    0.816812
  513.8000      56.961    0.841038    0.769283    0.795463    0.828491    0.797572
  514.4000      57.317    0.842949    0.775756    0.798126    0.828743    0.829875
  515.0000      57.218    0.844839    0.758885    0.800775    0.828988    0.795426
  515.6000      57.076    0.846705    0.754346    0.803407    0.829226    0.781100
  516.2000      57.061    0.848549    0.750341    0.806025    0.829459    0.802411
  516.8000      57.543    0.850369    0.794467    0.808626    0.829684    0.799801
  517.4000      57.450    0.852164    0.849343    0.811211    0.829904    0.839797
  518.0000      57.578    0.853934    0.890817    0.813779    0.830116    0.807082
  518.6000      57.672    0.855679    0.884326    0.816329    0.830322    0.808786
  519.2000      57.512    0.857399    0.843076    0.818862    0.830521    0.826727
  519.8000      57.794    0.859092    0.823064    0.821377    0.830714    0.807426
  520.4000      57.541    0.860759    0.830370    0.823874    0.830900    0.790377
  521.0000      57.734    0.862399    0.819794    0.826352    0.831078    0.791085
  521.6000      57.666    0.864011    0.848287    0.828811    0.831250    0.837550
  522.2000      57.869    0.865594    0.848958    0.831250    0.831415    0.792551
  522.8000      57.661    0.867150    0.838763    0.833670    0.831573    0.791403
  523.4000      57.874    0.868676    0.870568    0.836070    0.831724    0.846031
  524.0000      58.170    0.870173    0.838310    0.838449    0.831868    0.829103
  524.6000      58.301    0.871641    0.813508    0.840807    0.832004    0.812717
  525.2000      58.301    0.873078    0.838851    0.843144    0.832133    0.814815
  525.8000      58.267    0.874486    0.854617    0.845460    0.832255    0.812002
  526.4000      58.341    0.875862    0.898872    0.847754    0.832370    0.807633
  527.0000      58.204    0.877206    0.930238    0.850026    0.832477    0.836852
  527.6000      58.298    0.878521    0.924529    0.852276    0.832577    0.840549
  528.2000      58.155    0.879803    0.920281    0.854503    0.832669    0.811703
  528.8000      58.458    0.881052    0.882204    0.856708    0.832754    0.805516
  529.4000      58.645    0.882270    0.847388    0.858890    0.832832    0.766126
  530.0000      58.645    0.883455    0.848877    0.861049    0.832902    0.779240
  530.6000      58.523    0.884608    0.841119    0.863185    0.832964    0.794721
  531.2000      58.480    0.885728    0.855799    0.865297    0.833019    0.803787
  531.8000      58.357    0.886814    0.870290    0.867385    0.833066    0.807503
  532.4000      58.421    0.887867    0.903233    0.869450    0.833105    0.858911
  533.0000      58.992    0.888888    0.944119    0.871491    0.833137    0.817578
  533.6000      58.943    0.889874    0.899036    0.873508    0.833161    0.796974
  534.2000      59.447    0.890828    0.916607    0.875501    0.833177    0.782357
  534.8000      59.433    0.891749    0.912617    0.877471    0.833186    0.823424
  535.4000      59.793    0.892635    0.885664    0.879415    0.833187    0.811769
  536.0000      60.065    0.893488    0.883155    0.881336    0.833181    0.811104
  536.6000      60.333    0.894308    0.898738    0.883233    0.833166    0.838888
  537.2000      60.614    0.895094    0.890999    0.885106    0.833144    0.812677
  537.8000      61.102    0.895847    0.902650    0.886954    0.833115    0.818332
  538.4000      61.353    0.896568    0.881110    0.888779    0.833078    0.802024
  539.0000      61.481    0.897255    0.873243    0.890580    0.833033    0.812383
  539.6000      61.640    0.897910    0.892781    0.892357    0.832981    0.810772
  540.2000      61.673    0.898532    0.910469    0.894110    0.832921    0.811648
  540.8000      62.191    0.899123    0.923821    0.895840    0.832854    0.820926
  541.4000      62.541    0.899681    0.928362    0.897546    0.832779    0.811911
  542.0000      62.842    0.900208    0.951907    0.899229    0.832697    0.818304
  542.6000      63.053    0.900703    0.962532    0.900889    0.832608    0.843215
  543.2000      64.058    0.901169    0.930715    0.902527    0.832512    0.823699
  543.8000      64.340    0.901603    0.894451    0.904142    0.832409    0.792784
  544.4000      64.448    0.902007    0.873903    0.905734    0.832298    0.809341
  545.0000      64.287    0.902382    0.911114    0.907305    0.832181    0.825141
  545.6000      64.460    0.902729    0.890707    0.908854    0.832057    0.832510
  546.2000      64.592    0.903047    0.885726    0.910382    0.831927    0.817279
  546.8000      64.925    0.903337    0.909637    0.911888    0.831790    0.822412
  547.4000      65.212    0.903600    0.927974    0.913374    0.831646    0.820905
  548.0000      64.974    0.903836    0.944984    0.914840    0.831497    0.815782
