Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     0.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1209
Responsivity normalization = 302172611547.561830
-------------------------------------------------------
Wave(nm)	WeightSum	DayResp	CumResp	SmoothResp	DayExtn	CumExtn
479.6000	0.976	1637.558994	1637.558994	1637.558994	0.780413	0.780413
480.2000	0.972	1648.276255	1648.276255	1648.276255	0.781169	0.781169
480.8000	0.969	1658.599948	1658.599948	1658.599948	0.782010	0.782010
481.4000	0.966	1669.093794	1669.093794	1669.093794	0.783553	0.783553
482.0000	0.962	1680.595606	1680.595606	1680.595606	0.785569	0.785569
482.6000	0.957	1692.950761	1692.950761	1692.950761	0.786317	0.786317
483.2000	0.953	1705.691691	1705.691691	1705.691691	0.786477	0.786477
483.8000	0.949	1718.485559	1718.485559	1718.485559	0.788431	0.788431
484.4000	0.944	1730.621419	1730.621419	1730.621419	0.790935	0.790935
485.0000	0.941	1744.162225	1744.162225	1744.162225	0.793542	0.793542
485.6000	0.937	1756.193792	1756.193792	1756.193792	0.795539	0.795539
486.2000	0.934	1764.826296	1764.826296	1764.826296	0.796053	0.796053
486.8000	0.931	1776.029474	1776.029474	1776.029474	0.795313	0.795313
487.4000	0.927	1787.382506	1787.382506	1787.382506	0.795837	0.795837
488.0000	0.924	1799.166272	1799.166272	1799.166272	0.797048	0.797048
488.6000	0.921	1809.457578	1809.457578	1809.457578	0.798207	0.798207
489.2000	0.917	1819.836789	1819.836789	1819.836789	0.798840	0.798840
489.8000	0.914	1831.731919	1831.731919	1831.731919	0.799406	0.799406
490.4000	0.911	1843.522660	1843.522660	1843.522660	0.800587	0.800587
491.0000	0.907	1855.465252	1855.465252	1855.465252	0.801588	0.801588
491.6000	0.904	1866.921902	1866.921902	1866.921902	0.801947	0.801947
492.2000	0.900	1874.674437	1874.674437	1874.674437	0.802651	0.802651
492.8000	0.897	1887.320812	1887.320812	1887.320812	0.803106	0.803106
493.4000	0.894	1898.999240	1898.999240	1898.999240	0.803651	0.803651
494.0000	0.891	1911.509367	1911.509367	1911.509367	0.804256	0.804256
494.6000	0.887	1922.786203	1922.786203	1922.786203	0.804892	0.804892
495.2000	0.883	1934.408358	1934.408358	1934.408358	0.805532	0.805532
495.8000	0.878	1949.092389	1949.092389	1949.092389	0.806146	0.806146
496.4000	0.874	1963.308598	1963.308598	1963.308598	0.807088	0.807088
497.0000	0.871	1975.811757	1975.811757	1975.811757	0.808371	0.808371
497.6000	0.868	1984.817488	1984.817488	1984.817488	0.808575	0.808575
498.2000	0.865	1994.795823	1994.795823	1994.795823	0.808470	0.808470
498.8000	0.863	2006.087525	2006.087525	2006.087525	0.809340	0.809340
499.4000	0.860	2015.559036	2015.559036	2015.559036	0.810566	0.810566
500.0000	0.857	2025.784141	2025.784141	2025.784141	0.810778	0.810778
500.6000	0.854	2039.238944	2039.238944	2039.238944	0.810631	0.810631
501.2000	0.850	2050.659130	2050.659130	2050.659130	0.810794	0.810794
501.8000	0.847	2063.652733	2063.652733	2063.652733	0.810306	0.810306
502.4000	0.843	2073.939838	2073.939838	2073.939838	0.809028	0.809028
503.0000	0.840	2087.342055	2087.342055	2087.342055	0.808412	0.808412
503.6000	0.836	2099.651283	2099.651283	2099.651283	0.808306	0.808306
504.2000	0.833	2109.922060	2109.922060	2109.922060	0.808396	0.808396
504.8000	0.831	2121.678236	2121.678236	2121.678236	0.808608	0.808608
505.4000	0.828	2128.356853	2128.356853	2128.356853	0.809150	0.809150
506.0000	0.826	2140.821706	2140.821706	2140.821706	0.809765	0.809765
506.6000	0.822	2152.089564	2152.089564	2152.089564	0.810359	0.810359
507.2000	0.819	2162.103306	2162.103306	2162.103306	0.810822	0.810822
507.8000	0.815	2175.591325	2175.591325	2175.591325	0.811365	0.811365
508.4000	0.812	2185.777531	2185.777531	2185.777531	0.812462	0.812462
509.0000	0.809	2197.144985	2197.144985	2197.144985	0.813602	0.813602
509.6000	0.805	2208.912066	2208.912066	2208.912066	0.814162	0.814162
510.2000	0.802	2220.351024	2220.351024	2220.351024	0.815835	0.815835
510.8000	0.799	2230.929099	2230.929099	2230.929099	0.817097	0.817097
511.4000	0.795	2244.495841	2244.495841	2244.495841	0.818588	0.818588
512.0000	0.792	2256.975088	2256.975088	2256.975088	0.820126	0.820126
512.6000	0.789	2264.004852	2264.004852	2264.004852	0.821533	0.821533
513.2000	0.788	2270.711738	2270.711738	2270.711738	0.822628	0.822628
513.8000	0.786	2278.397639	2278.397639	2278.397639	0.823441	0.823441
514.4000	0.784	2288.623541	2288.623541	2288.623541	0.822796	0.822796
515.0000	0.780	2298.160250	2298.160250	2298.160250	0.823104	0.823104
515.6000	0.776	2312.394106	2312.394106	2312.394106	0.824029	0.824029
516.2000	0.772	2327.328561	2327.328561	2327.328561	0.824707	0.824707
516.8000	0.769	2336.466555	2336.466555	2336.466555	0.824773	0.824773
517.4000	0.767	2345.829197	2345.829197	2345.829197	0.824679	0.824679
518.0000	0.765	2353.414795	2353.414795	2353.414795	0.825568	0.825568
518.6000	0.764	2358.419424	2358.419424	2358.419424	0.826786	0.826786
519.2000	0.761	2367.442393	2367.442393	2367.442393	0.826936	0.826936
519.8000	0.757	2382.093583	2382.093583	2382.093583	0.826867	0.826867
520.4000	0.754	2394.705474	2394.705474	2394.705474	0.826975	0.826975
521.0000	0.751	2402.649816	2402.649816	2402.649816	0.827137	0.827137
521.6000	0.749	2412.300937	2412.300937	2412.300937	0.827326	0.827326
522.2000	0.746	2424.449260	2424.449260	2424.449260	0.827519	0.827519
522.8000	0.743	2435.572808	2435.572808	2435.572808	0.827690	0.827690
523.4000	0.739	2447.185411	2447.185411	2447.185411	0.827817	0.827817
524.0000	0.736	2457.007786	2457.007786	2457.007786	0.827873	0.827873
524.6000	0.734	2468.242633	2468.242633	2468.242633	0.827398	0.827398
525.2000	0.732	2479.581314	2479.581314	2479.581314	0.826775	0.826775
525.8000	0.729	2486.416115	2486.416115	2486.416115	0.826769	0.826769
526.4000	0.727	2494.918545	2494.918545	2494.918545	0.826892	0.826892
527.0000	0.724	2505.419740	2505.419740	2505.419740	0.826871	0.826871
527.6000	0.720	2518.051516	2518.051516	2518.051516	0.826854	0.826854
528.2000	0.717	2530.499430	2530.499430	2530.499430	0.826860	0.826860
528.8000	0.714	2542.438706	2542.438706	2542.438706	0.826836	0.826836
529.4000	0.713	2549.231211	2549.231211	2549.231211	0.826868	0.826868
530.0000	0.711	2554.959623	2554.959623	2554.959623	0.826958	0.826958
530.6000	0.708	2565.785223	2565.785223	2565.785223	0.826726	0.826726
531.2000	0.705	2579.290357	2579.290357	2579.290357	0.826518	0.826518
531.8000	0.702	2590.677507	2590.677507	2590.677507	0.827049	0.827049
532.4000	0.700	2597.033207	2597.033207	2597.033207	0.827497	0.827497
533.0000	0.699	2602.084299	2602.084299	2602.084299	0.828046	0.828046
533.6000	0.696	2610.835268	2610.835268	2610.835268	0.828662	0.828662
534.2000	0.693	2624.273323	2624.273323	2624.273323	0.829313	0.829313
534.8000	0.689	2637.715916	2637.715916	2637.715916	0.829965	0.829965
535.4000	0.687	2646.427869	2646.427869	2646.427869	0.830588	0.830588
536.0000	0.685	2651.643545	2651.643545	2651.643545	0.831752	0.831752
536.6000	0.684	2658.478200	2658.478200	2658.478200	0.832831	0.832831
537.2000	0.681	2670.662541	2670.662541	2670.662541	0.832891	0.832891
537.8000	0.677	2685.227567	2685.227567	2685.227567	0.832879	0.832879
538.4000	0.674	2697.247621	2697.247621	2697.247621	0.833894	0.833894
539.0000	0.672	2704.488235	2704.488235	2704.488235	0.835044	0.835044
539.6000	0.671	2710.006696	2710.006696	2710.006696	0.835214	0.835214
540.2000	0.669	2717.346238	2717.346238	2717.346238	0.834841	0.834841
540.8000	0.666	2727.460631	2727.460631	2727.460631	0.834309	0.834309
541.4000	0.664	2739.076364	2739.076364	2739.076364	0.833479	0.833479
542.0000	0.661	2750.137754	2750.137754	2750.137754	0.832907	0.832907
542.6000	0.658	2756.804158	2756.804158	2756.804158	0.833046	0.833046
543.2000	0.656	2763.985850	2763.985850	2763.985850	0.833259	0.833259
543.8000	0.654	2771.049606	2771.049606	2771.049606	0.833541	0.833541
544.4000	0.653	2778.456948	2778.456948	2778.456948	0.833869	0.833869
545.0000	0.651	2780.327071	2780.327071	2780.327071	0.834216	0.834216
545.6000	0.648	2790.512325	2790.512325	2790.512325	0.834559	0.834559
546.2000	0.646	2802.245242	2802.245242	2802.245242	0.834873	0.834873
546.8000	0.643	2813.454725	2813.454725	2813.454725	0.835492	0.835492
547.4000	0.640	2820.495508	2820.495508	2820.495508	0.835930	0.835930
548.0000	0.638	2829.244465	2829.244465	2829.244465	0.836450	0.836450
548.6000	0.636	2835.583356	2835.583356	2835.583356	0.837049	0.837049
549.2000	0.635	2838.659596	2838.659596	2838.659596	0.837590	0.837590
549.8000	0.633	2844.775389	2844.775389	2844.775389	0.838235	0.838235
550.4000	0.632	2850.938880	2850.938880	2850.938880	0.838894	0.838894
551.0000	0.630	2852.464570	2852.464570	2852.464570	0.838985	0.838985
551.6000	0.628	2864.173929	2864.173929	2864.173929	0.838912	0.838912
552.2000	0.625	2874.688298	2874.688298	2874.688298	0.839840	0.839840
552.8000	0.622	2881.628004	2881.628004	2881.628004	0.841036	0.841036
553.4000	0.621	2888.767412	2888.767412	2888.767412	0.841169	0.841169
554.0000	0.619	2896.142862	2896.142862	2896.142862	0.841228	0.841228
554.6000	0.617	2901.515188	2901.515188	2901.515188	0.841246	0.841246
555.2000	0.615	2909.920919	2909.920919	2909.920919	0.841233	0.841233
555.8000	0.612	2918.494810	2918.494810	2918.494810	0.841199	0.841199
556.4000	0.610	2926.320677	2926.320677	2926.320677	0.841155	0.841155
557.0000	0.608	2932.351799	2932.351799	2932.351799	0.841110	0.841110
557.6000	0.607	2935.661063	2935.661063	2935.661063	0.841076	0.841076
558.2000	0.605	2946.250798	2946.250798	2946.250798	0.841063	0.841063
558.8000	0.602	2955.981659	2955.981659	2955.981659	0.841228	0.841228
559.4000	0.599	2964.249827	2964.249827	2964.249827	0.840818	0.840818
560.0000	0.597	2970.416917	2970.416917	2970.416917	0.839552	0.839552
560.6000	0.596	2977.339822	2977.339822	2977.339822	0.838782	0.838782
561.2000	0.594	2980.570809	2980.570809	2980.570809	0.838924	0.838924
561.8000	0.593	2985.276581	2985.276581	2985.276581	0.839297	0.839297
562.4000	0.591	2989.653261	2989.653261	2989.653261	0.839074	0.839074
563.0000	0.589	2997.909432	2997.909432	2997.909432	0.837801	0.837801
