Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     25.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1001
Responsivity normalization = 302172611547561.830
-------------------------------------------------------
Wave(nm)    WeightSum   DayResp     CumResp     SmoothResp  DayExtn     CumExtn
  482.6000      50.914    0.769633    0.615500    0.640201    0.732386    0.749274
  483.2000      50.972    0.719512    0.622073    0.643250    0.727637    0.789840
  483.8000      50.941    0.630983    0.621074    0.646297    0.764217    0.752755
  484.4000      50.883    0.760485    0.649003    0.649340    0.715831    0.708760
  485.0000      51.137    0.777658    0.636369    0.652380    0.673683    0.774329
  485.6000      51.315    0.696096    0.610589    0.655417    0.626202    0.767195
  486.2000      51.366    0.566266    0.642725    0.658451    0.817656    0.777491
  486.8000      50.603    0.760340    0.689074    0.661483    0.862368    0.747600
  487.4000      51.612    0.806887    0.699063    0.664512    0.810747    0.788308
  488.0000      51.640    0.675078    0.698894    0.667538    0.799144    0.790298
  488.6000      51.797    0.757143    0.714789    0.670561    0.799460    0.800698
  489.2000      51.922    0.872131    0.689261    0.673582    0.780418    0.783897
  489.8000      51.992    0.741714    0.667553    0.676599    0.728025    0.800589
  490.4000      52.460    0.665059    0.663633    0.679614    0.763103    0.785385
  491.0000      52.681    0.685312    0.648669    0.682626    0.810783    0.769090
  491.6000      52.619    0.814261    0.669201    0.685635    0.799241    0.813048
  492.2000      52.586    0.762799    0.663867    0.688640    0.772570    0.792541
  492.8000      52.527    0.705846    0.661535    0.691643    0.785371    0.756039
  493.4000      52.681    0.729364    0.676892    0.694642    0.821259    0.787985
  494.0000      52.454    0.698554    0.686213    0.697637    0.818614    0.760611
  494.6000      52.716    0.863779    0.690560    0.700629    0.731225    0.739303
  495.2000      52.075    0.759987    0.686763    0.703618    0.837304    0.785969
  495.8000      52.664    0.585895    0.679393    0.706602    0.836632    0.808835
  496.4000      52.811    0.698281    0.704393    0.709582    0.775313    0.761930
  497.0000      52.811    0.682431    0.702838    0.712558    0.739700    0.800070
  497.6000      52.998    0.674039    0.714065    0.715529    0.781857    0.788034
  498.2000      52.839    0.695320    0.726999    0.718496    0.826580    0.784357
  498.8000      53.076    0.657062    0.721243    0.721457    0.758514    0.776163
  499.4000      53.010    0.683299    0.730438    0.724413    0.776923    0.822956
  500.0000      53.060    0.705660    0.754573    0.727364    0.787077    0.812620
  500.6000      53.251    0.770710    0.775005    0.730309    0.826195    0.814165
  501.2000      53.330    0.683437    0.768850    0.733248    0.799822    0.828930
  501.8000      53.483    0.589194    0.770993    0.736180    0.725465    0.815101
  502.4000      53.599    0.756687    0.774172    0.739105    0.819001    0.797180
  503.0000      53.599    0.781478    0.780256    0.742024    0.818723    0.843929
  503.6000      53.515    0.773889    0.785431    0.744935    0.776667    0.821554
  504.2000      53.613    0.850365    0.776272    0.747839    0.741771    0.794337
  504.8000      53.772    0.773259    0.779110    0.750734    0.780807    0.785159
  505.4000      53.989    0.861382    0.746596    0.753622    0.812482    0.804240
  506.0000      54.054    0.907178    0.736174    0.756500    0.753442    0.735010
  506.6000      54.054    0.839585    0.741444    0.759369    0.780554    0.744227
  507.2000      53.864    1.025224    0.748956    0.762229    0.794822    0.760813
  507.8000      53.764    1.032742    0.810857    0.765079    0.792414    0.811950
  508.4000      53.830    0.891687    0.825649    0.767919    0.792159    0.833672
  509.0000      54.055    0.871789    0.797669    0.770748    0.782774    0.806224
  509.6000      54.089    0.915677    0.778706    0.773566    0.758916    0.787398
  510.2000      54.184    0.917629    0.778528    0.776372    0.796642    0.795034
  510.8000      54.184    0.818647    0.781483    0.779167    0.764897    0.834428
  511.4000      54.089    0.790084    0.762498    0.781950    0.840573    0.832625
  512.0000      54.024    0.794116    0.767679    0.784720    0.783821    0.797611
  512.6000      53.881    0.872291    0.760424    0.787476    0.776273    0.799838
  513.2000      53.734    0.716822    0.762612    0.790220    0.810207    0.816051
  513.8000      53.961    0.719685    0.764758    0.792949    0.792947    0.795511
  514.4000      54.317    0.819367    0.771504    0.795664    0.765078    0.829950
  515.0000      54.218    0.750697    0.753601    0.798365    0.810716    0.793189
  515.6000      54.076    0.729409    0.748697    0.801050    0.799096    0.777892
  516.2000      54.061    0.748728    0.744370    0.803720    0.797173    0.800608
  516.8000      54.543    0.844727    0.790838    0.806374    0.790590    0.797809
  517.4000      54.450    1.031527    0.848593    0.809011    0.844110    0.840457
  518.0000      54.578    1.107929    0.892219    0.811632    0.838740    0.805546
  518.6000      54.672    0.884160    0.885278    0.814235    0.854584    0.807350
  519.2000      54.512    0.722505    0.841698    0.816821    0.833317    0.826474
  519.8000      54.794    0.969814    0.820516    0.819389    0.823701    0.805874
  520.4000      54.541    1.033800    0.828118    0.821939    0.747005    0.787676
  521.0000      54.734    0.923512    0.816886    0.824470    0.793055    0.788419
  521.6000      54.666    1.018248    0.846831    0.826982    0.817824    0.837970
  522.2000      54.869    1.105661    0.847455    0.829474    0.837040    0.789960
  522.8000      54.661    0.984709    0.836619    0.831947    0.806857    0.788725
  523.4000      54.874    0.830874    0.870062    0.834399    0.850399    0.846985
  524.0000      55.170    0.765434    0.835992    0.836831    0.801940    0.828919
  524.6000      55.301    0.932577    0.809787    0.839242    0.766992    0.811431
  525.2000      55.301    1.026130    0.836408    0.841632    0.751207    0.813660
  525.8000      55.267    0.980298    0.852941    0.844001    0.800713    0.810652
  526.4000      55.341    0.880500    0.899489    0.846348    0.870912    0.805984
  527.0000      55.204    0.925308    0.932466    0.848672    0.871404    0.837144
  527.6000      55.298    0.997095    0.926376    0.850975    0.846027    0.841081
  528.2000      55.155    0.893372    0.921837    0.853255    0.835173    0.810305
  528.8000      55.458    0.872664    0.881648    0.855512    0.834982    0.803700
  529.4000      55.645    1.005638    0.844915    0.857746    0.852121    0.761679
  530.0000      55.645    1.004971    0.846420    0.859957    0.832620    0.775663
  530.6000      55.523    0.904216    0.838182    0.862144    0.807390    0.792172
  531.2000      55.480    0.942106    0.853582    0.864308    0.829706    0.801838
  531.8000      55.357    0.976318    0.868786    0.866448    0.817048    0.805799
  532.4000      55.421    0.954956    0.903432    0.868564    0.825377    0.860631
  533.0000      55.992    0.892271    0.946415    0.870656    0.876163    0.816541
  533.6000      55.943    0.812329    0.898897    0.872724    0.888945    0.794562
  534.2000      56.447    0.817880    0.917334    0.874768    0.884556    0.778969
  534.8000      56.433    0.938622    0.913086    0.876788    0.877575    0.822773
  535.4000      56.793    0.784573    0.884676    0.878783    0.880169    0.810341
  536.0000      57.065    0.785768    0.881994    0.880754    0.816575    0.809632
  536.6000      57.333    0.781665    0.898340    0.882700    0.848776    0.839269
  537.2000      57.614    0.819027    0.890162    0.884622    0.881194    0.811313
  537.8000      58.102    0.782593    0.902369    0.886520    0.866205    0.817347
  538.4000      58.353    0.615561    0.879699    0.888394    0.848694    0.799954
  539.0000      58.481    0.708062    0.871401    0.890243    0.863002    0.811006
  539.6000      58.640    0.922713    0.891893    0.892069    0.891208    0.809291
  540.2000      58.673    0.988460    0.910441    0.893870    0.881366    0.810230
  540.8000      59.191    1.092567    0.924425    0.895648    0.868237    0.820131
  541.4000      59.541    1.054623    0.929156    0.897402    0.895909    0.810520
  542.0000      59.842    0.911234    0.953830    0.899132    0.853100    0.817344
  542.6000      60.053    0.895115    0.964945    0.900839    0.825329    0.843922
  543.2000      61.058    0.772116    0.931514    0.902524    0.764659    0.823111
  543.8000      61.340    0.873826    0.893475    0.904185    0.788224    0.790142
  544.4000      61.448    0.739885    0.871920    0.905824    0.862128    0.807811
  545.0000      61.287    0.812537    0.910903    0.907440    0.867728    0.824672
  545.6000      61.460    0.814737    0.889497    0.909035    0.871001    0.832540
  546.2000      61.592    0.623761    0.884263    0.910608    0.863081    0.816302
  546.8000      61.925    0.580573    0.909305    0.912159    0.877073    0.821787
  547.4000      62.212    0.590322    0.928499    0.913690    0.846727    0.820189
  548.0000      61.974    0.790208    0.946313    0.915199    0.838283    0.814734
  548.6000      61.982    0.871199    0.955579    0.916689    0.852212    0.824973
  549.2000      62.203    0.952206    0.951665    0.918159    0.871306    0.829606
  549.8000      62.550    0.922154    0.926999    0.919609    0.844206    0.827563
  550.4000      62.550    0.890117    0.909242    0.921040    0.806024    0.828324
  551.0000      62.456    0.873520    0.958841    0.922453    0.845268    0.844327
  551.6000      62.794    0.735195    0.954405    0.923847    0.849038    0.852405
  552.2000      62.841    0.822825    0.979851    0.925223    0.844051    0.813309
  552.8000      62.951    0.936121    0.976353    0.926582    0.894250    0.804475
  553.4000      62.738    0.869891    0.954569    0.927925    0.910673    0.822974
  554.0000      63.015    0.939756    0.974010    0.929250    0.891494    0.841979
  554.6000      62.547    0.943524    0.949869    0.930560    0.834900    0.803302
  555.2000      63.254    0.868688    0.889510    0.931854    0.833697    0.795288
  555.8000      63.189    0.835765    0.897940    0.933134    0.825348    0.795551
  556.4000      62.906    0.864849    0.910398    0.934398    0.794585    0.824648
  557.0000      63.427    0.937970    0.940411    0.935649    0.801378    0.826229
  557.6000      63.427    0.994909    0.940032    0.936885    0.870145    0.822797
  558.2000      63.344    0.881279    0.930907    0.938109    0.838024    0.808538
  558.8000      63.535    0.917885    0.923800    0.939320    0.813666    0.820244
  559.4000      63.535    0.953415    0.975978    0.940518    0.858030    0.853059
  560.0000      63.582    0.982789    0.975415    0.941704    0.826422    0.841991
  560.6000      63.947    0.946914    0.948627    0.942879    0.840393    0.791955
  561.2000      63.947    0.843376    0.952248    0.944043    0.884520    0.829212
  561.8000      64.005    0.923536    0.959815    0.945196    0.874646    0.828596
  562.4000      63.896    0.855292    0.945836    0.946338    0.894718    0.845801
  563.0000      64.070    0.675325    0.946657    0.947470    0.884099    0.828998
  563.6000      64.070    0.661157    0.971533    0.948593    0.886966    0.829979
  564.2000      64.235    0.836744    0.975565    0.949706    0.832972    0.801823
