Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     25.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1251
Responsivity normalization = 302172611547.561830
-------------------------------------------------------
Wave(nm)	WeightSum	DayResp	CumResp	SmoothResp	DayExtn	CumExtn
387.2	1.345708748	0.841514477	0.841514477	0.841514477	0.566278977	0.566278977
387.8	1.37296865	0.85856096	0.85856096	0.85856096	0.568909027	0.568909027
388.4	1.398608679	0.874594485	0.874594485	0.874594485	0.572041064	0.572041064
389	1.421427829	0.888864026	0.888864026	0.888864026	0.575216779	0.575216779
389.6	1.440907378	0.901045207	0.901045207	0.901045207	0.577871108	0.577871108
390.2	1.458622432	0.912122994	0.912122994	0.912122994	0.57906799	0.57906799
390.8	1.476510612	0.923309042	0.923309042	0.923309042	0.579829933	0.579829933
391.4	1.494951859	0.93484094	0.93484094	0.93484094	0.582259311	0.582259311
392	1.5122229	0.945641071	0.945641071	0.945641071	0.584988717	0.584988717
392.6	1.526622643	0.954645688	0.954645688	0.954645688	0.586412236	0.586412236
393.2	1.538340318	0.961973123	0.961973123	0.961973123	0.585647733	0.585647733
393.8	1.548739621	0.968476138	0.968476138	0.968476138	0.58660701	0.58660701
394.4	1.558848547	0.974797571	0.974797571	0.974797571	0.592473553	0.592473553
395	1.56817688	0.980630874	0.980630874	0.980630874	0.597401892	0.597401892
395.6	1.575832507	0.985418181	0.985418181	0.985418181	0.597830406	0.597830406
396.2	1.58149318	0.98895798	0.98895798	0.98895798	0.597688008	0.597688008
396.8	1.58588001	0.991701205	0.991701205	0.991701205	0.599032853	0.599032853
397.4	1.589789176	0.99414573	0.99414573	0.99414573	0.601231469	0.601231469
398	1.593393892	0.996399874	0.996399874	0.996399874	0.60353022	0.60353022
398.6	1.59634441	0.998244926	0.998244926	0.998244926	0.605202301	0.605202301
399.2	1.598307732	0.999472654	0.999472654	0.999472654	0.605657112	0.605657112
399.8	1.599151038	1	1	1	0.605528097	0.605528097
400.4	1.598817078	0.999791164	0.999791164	0.999791164	0.608318717	0.608318717
401	1.597416119	0.9989151	0.9989151	0.9989151	0.613982473	0.613982473
401.6	1.595479227	0.9977039	0.9977039	0.9977039	0.617333087	0.617333087
402.2	1.593589252	0.996522039	0.996522039	0.996522039	0.617824054	0.617824054
402.8	1.591944018	0.995493221	0.995493221	0.995493221	0.618439023	0.618439023
403.4	1.590306312	0.994469112	0.994469112	0.994469112	0.619972952	0.619972952
404	1.588416826	0.993287556	0.993287556	0.993287556	0.62197861	0.62197861
404.6	1.586027127	0.991793201	0.991793201	0.991793201	0.623042959	0.623042959
405.2	1.582894413	0.989834215	0.989834215	0.989834215	0.623563502	0.623563502
405.8	1.578924885	0.987351944	0.987351944	0.987351944	0.626107375	0.626107375
406.4	1.574546958	0.984614287	0.984614287	0.984614287	0.629155745	0.629155745
407	1.57029629	0.981956209	0.981956209	0.981956209	0.632402927	0.632402927
407.6	1.566299064	0.979456616	0.979456616	0.979456616	0.634970527	0.634970527
